,111_111_offered,111_111_answered,amb_sys_made,amb_sys_answered,gp_appt_attended,gp_appt_available,ae_attendances_attendances,population,People,Places,Lives,year,month,ccg
1041,333.85977333530843,254.71492340764536,279.1208385811668,233.4483659816452,3663.127128151632,4125.464994981006,681.4513748105576,20.3228,105.06666666666666,103.1,105.93333333333334,2019.0,Oct,01E
1042,391.9470231839667,275.3623357450818,291.4171937988898,246.51363200094835,3313.0277323990786,3725.0772531344105,677.8593500895546,20.3228,105.06666666666666,103.1,105.93333333333334,2019.0,Nov,01E
1043,437.9599788957435,313.303729831302,304.082460398503,255.02346421466328,2804.1903674690493,3132.5899974412973,696.7543842383923,20.3228,105.06666666666666,103.1,105.93333333333334,2019.0,Dec,01E
1044,347.4504013035806,275.14460575903587,276.79752588959974,223.6618516822877,4232.082176051639,4978.8973885518335,349.5507936754232,25.7788,91.0,98.0,91.5,2019.0,Jan,01G
1045,311.8865409042715,253.4629759878818,247.2017139042493,198.60696575155228,3800.603596753922,4475.266498052663,324.33627632007693,25.7788,91.0,98.0,91.5,2019.0,Feb,01G
1046,317.91688391064827,277.7243172901326,259.44625572563933,208.0370038841394,3975.863888156159,4666.082207084892,360.2184740949928,25.7788,91.0,98.0,91.5,2019.0,Mar,01G
1047,326.6396914766098,286.8378724203371,261.28459502753054,207.52923260007705,3802.6983412726736,4528.061818238242,347.766381677968,25.7788,91.0,98.0,91.5,2019.0,Apr,01G
1048,331.2256293077004,287.38219738545166,263.6845915456703,207.84425804978105,3927.064099182274,4702.546278337239,356.3781091439477,25.7788,91.0,98.0,91.5,2019.0,May,01G
1049,317.48531197402167,265.251499518078,264.53018617382315,214.65461086377687,3680.272161621177,4429.337284900771,342.21918785979176,25.7788,91.0,98.0,91.5,2019.0,Jun,01G
1050,322.04986561005416,257.6387260774038,277.67420855555235,231.5685759626877,4391.942216084534,5205.284962837681,513.0572408335531,25.7788,91.0,98.0,91.5,2019.0,Jul,01G
1051,324.52848821905815,265.5528222666236,267.70945617280967,221.3903523870535,3883.3072136794576,4579.421850512825,480.27836827160303,25.7788,91.0,98.0,91.5,2019.0,Aug,01G
1052,310.4207515339272,244.72461628005985,261.819309277686,216.46600719957505,4374.408428631278,5124.908839821869,486.2134777413999,25.7788,91.0,98.0,91.5,2019.0,Sep,01G
1053,333.8597733353085,254.71492340764536,279.1208385811668,233.4483659816452,4790.021257777708,5671.520784520614,510.0314987509116,25.7788,91.0,98.0,91.5,2019.0,Oct,01G
1054,391.9470231839667,275.36233574508174,291.4171937988898,246.5136320009484,4272.386612255032,5109.314630626716,533.7719366300992,25.7788,91.0,98.0,91.5,2019.0,Nov,01G
1055,437.9599788957435,313.303729831302,304.08246039850303,255.0234642146633,3741.213710490791,4451.6036433038,518.6432262168914,25.7788,91.0,98.0,91.5,2019.0,Dec,01G
1056,347.4504013035805,275.1446057590359,194.23500690388963,137.47193581834895,5168.177215427975,5652.660519971534,386.7094986969995,31.8979,103.5,102.775,105.275,2019.0,Jan,01H
1057,311.8865409042716,253.46297598788172,175.62220115505275,124.7965328798827,4629.458365597735,5093.438753021359,536.0762510848069,31.8979,103.5,102.775,105.275,2019.0,Feb,01H
1058,317.91688391064827,277.7243172901326,187.7407922653356,133.41990362827818,4863.329560880184,5313.609986864339,394.9218542967038,31.8979,103.5,102.775,105.275,2019.0,Mar,01H
1059,326.63969147660976,286.8378724203371,199.6401206868,132.9063673307826,4615.695704105913,5048.859015797279,508.83042757858095,31.8979,103.5,102.775,105.275,2019.0,Apr,01H
1060,331.2256293077002,287.3821973854517,204.2965677888108,134.64027359367506,4800.97435881359,5258.057740478213,350.1880527181543,31.8979,103.5,102.775,105.275,2019.0,May,01H
1061,317.4853119740217,265.25149951807805,200.0339280160593,131.58934868018287,4370.068249006988,4828.09213145693,398.45653507505335,31.8979,103.5,102.775,105.275,2019.0,Jun,01H
1062,322.04986561005416,257.6387260774038,215.52368296692424,146.03760585916064,5137.266089617185,5595.666172381254,391.23400587980666,31.8979,103.5,102.775,105.275,2019.0,Jul,01H
1063,324.5284882190582,265.5528222666236,205.04956202277907,136.88194608330485,4535.188836882679,4942.645127108681,477.49061977164774,31.8979,103.5,102.775,105.275,2019.0,Aug,01H
1064,310.4207515339272,244.72461628005988,202.1169235598336,136.17655493309314,4923.960511507027,5358.816724611965,379.9128191316284,31.8979,103.5,102.775,105.275,2019.0,Sep,01H
1065,333.8597733353085,254.71492340764536,217.85046400024004,145.96403745699135,5651.78271923857,6198.715275927256,963.7011525800174,31.8979,103.5,102.775,105.275,2019.0,Oct,01H
1066,391.94702318396673,275.36233574508174,222.8242649939616,136.93099168475104,5166.985914433239,5667.927982719865,386.7094986969995,31.8979,103.5,102.775,105.275,2019.0,Nov,01H
1067,437.9599788957435,313.303729831302,237.73268531592004,139.02408485235256,4585.756429106618,5024.562745509893,478.04299249312317,31.8979,103.5,102.775,105.275,2019.0,Dec,01H
1068,347.4504013035805,275.1446057590359,276.79752588959974,223.66185168228773,4546.403959236889,5230.755926881835,1368.1459574589749,15.0332,93.5,104.5,87.4,2019.0,Jan,01J
1069,311.8865409042715,253.4629759878817,247.20171390424923,198.60696575155225,4148.817284410505,4723.212622728361,1260.2257257864449,15.0332,93.5,104.5,87.4,2019.0,Feb,01J
1070,317.9168839106483,277.7243172901326,259.44625572563933,208.0370038841394,4359.484341324534,4984.700529494719,1355.963788221124,15.0332,93.5,104.5,87.4,2019.0,Mar,01J
1071,326.63969147660976,286.83787242033713,261.28459502753054,207.52923260007705,3891.120985551978,4508.288321847644,1202.76229077409,15.0332,93.5,104.5,87.4,2019.0,Apr,01J
1072,331.2256293077003,287.38219738545166,263.6845915456702,207.84425804978105,4108.173908416039,4681.571455179203,1388.7596128303162,15.0332,93.5,104.5,87.4,2019.0,May,01J
1073,317.48531197402167,265.251499518078,264.53018617382315,214.65461086377687,3940.4118883537767,4499.906872788229,1301.7023779272995,15.0332,93.5,104.5,87.4,2019.0,Jun,01J
1074,322.04986561005416,257.63872607740376,277.67420855555235,231.5685759626877,4339.861107415587,4994.146289545805,1442.8685455046482,15.0332,93.5,104.5,87.4,2019.0,Jul,01J
1075,324.52848821905815,265.5528222666236,267.7094561728096,221.3903523870535,3611.805869675119,4158.196525024612,1356.728837696499,15.0332,93.5,104.5,87.4,2019.0,Aug,01J
1076,310.4207515339272,244.72461628005985,261.819309277686,216.46600719957505,4217.86445999521,4776.029055690073,1354.025081485719,15.0332,93.5,104.5,87.4,2019.0,Sep,01J
1077,333.8597733353085,254.71492340764536,279.1208385811668,233.4483659816452,5117.872442327648,5801.293137854881,1457.7732104313022,15.0332,93.5,104.5,87.4,2019.0,Oct,01J
1078,391.9470231839667,275.36233574508174,291.4171937988898,246.51363200094835,4370.060931804273,4986.496554293164,1362.1105091121772,15.0332,93.5,104.5,87.4,2019.0,Nov,01J
1079,437.9599788957436,313.303729831302,304.082460398503,255.0234642146633,3881.741744937871,4387.688582603837,1460.369210151379,15.0332,93.5,104.5,87.4,2019.0,Dec,01J
1080,347.4504013035805,275.14460575903587,276.7975258895997,223.6618516822877,4537.06298764115,4890.560442640292,289.6388780900891,33.1827,101.44,102.56,105.54,2019.0,Jan,01K
1081,311.8865409042715,253.46297598788172,247.20171390424923,198.60696575155228,3991.085716352196,4313.964806962665,269.688723340777,33.1827,101.44,102.56,105.54,2019.0,Feb,01K
1082,317.9168839106483,277.72431729013266,259.4462557256394,208.03700388413947,4144.20767448098,4499.151666380373,301.81389700054547,33.1827,101.44,102.56,105.54,2019.0,Mar,01K
1083,326.63969147660976,286.8378724203371,261.28459502753054,207.52923260007705,3781.578955298996,4130.947752895335,309.2273986143382,33.1827,101.44,102.56,105.54,2019.0,Apr,01K
1084,331.2256293077004,287.38219738545166,263.6845915456703,207.84425804978105,3953.656574058169,4298.806305695438,318.2682542409147,33.1827,101.44,102.56,105.54,2019.0,May,01K
1085,317.48531197402167,265.251499518078,264.5301861738232,214.65461086377692,3736.1034514973167,4058.409954584769,315.61626992378564,33.1827,101.44,102.56,105.54,2019.0,Jun,01K
1086,322.0498656100542,257.6387260774038,277.6742085555523,231.56857596268773,4280.5437773297535,4628.044131429932,336.68146353370884,33.1827,101.44,102.56,105.54,2019.0,Jul,01K
1087,324.52848821905815,265.5528222666236,267.7094561728097,221.39035238705355,3815.572572454924,4124.890379625528,320.64901288924653,33.1827,101.44,102.56,105.54,2019.0,Aug,01K
1088,310.4207515339272,244.72461628005985,261.81930927768605,216.46600719957505,4229.794441079237,4599.655844762482,305.4302392511761,33.1827,101.44,102.56,105.54,2019.0,Sep,01K
1089,333.85977333530843,254.71492340764533,279.1208385811668,233.4483659816452,4755.761285248036,5269.402429579269,306.3945971846776,33.1827,101.44,102.56,105.54,2019.0,Oct,01K
1090,391.9470231839667,275.3623357450818,291.4171937988898,246.5136320009484,4309.143017295157,4691.5109379285,308.41372160794634,33.1827,101.44,102.56,105.54,2019.0,Nov,01K
1091,437.9599788957436,313.303729831302,304.08246039850303,255.0234642146633,3755.059112127705,4092.313163184431,298.1071461936491,33.1827,101.44,102.56,105.54,2019.0,Dec,01K
1092,347.4504013035806,275.1446057590359,276.79752588959974,223.66185168228768,4267.527944342933,4709.747707405787,1029.758687838313,11.6571,97.4,104.2,96.3,2019.0,Jan,01V
1093,311.8865409042716,253.46297598788172,247.20171390424923,198.60696575155228,3813.9846102375377,4205.9345806418405,994.8443437904796,11.6571,97.4,104.2,96.3,2019.0,Feb,01V
1094,317.91688391064827,277.7243172901326,259.44625572563933,208.03700388413932,4186.976177608496,4546.070635063609,1104.7344536805897,11.6571,97.4,104.2,96.3,2019.0,Mar,01V
1095,326.6396914766098,286.83787242033713,261.28459502753043,207.52923260007705,3659.143354693706,4053.495294713093,1047.8592445805562,11.6571,97.4,104.2,96.3,2019.0,Apr,01V
1096,331.2256293077003,287.38219738545166,263.6845915456703,207.84425804978105,3919.92862718858,4341.903217781438,1059.1828156230968,11.6571,97.4,104.2,96.3,2019.0,May,01V
1097,317.48531197402167,265.251499518078,264.5301861738231,214.65461086377687,3709.842070497808,4071.252712938896,1011.57234646696,11.6571,97.4,104.2,96.3,2019.0,Jun,01V
1098,322.04986561005416,257.6387260774038,277.6742085555523,231.56857596268767,4239.647939882132,4664.196069348294,1088.7785126661006,11.6571,97.4,104.2,96.3,2019.0,Jul,01V
1099,324.5284882190581,265.5528222666236,267.70945617280967,221.3903523870535,3738.4941366206,4093.2993626202056,1036.7072427962355,11.6571,97.4,104.2,96.3,2019.0,Aug,01V
1100,310.4207515339272,244.72461628005985,261.81930927768593,216.466007199575,4084.8924689674095,4640.519511713891,1061.2416467217404,11.6571,97.4,104.2,96.3,2019.0,Sep,01V
1101,333.85977333530843,254.71492340764536,279.1208385811668,233.4483659816452,4877.971365090803,5359.99519606077,1080.3716190133052,11.6571,97.4,104.2,96.3,2019.0,Oct,01V
